"agonism_winner","agonism_loser","agonism_type","winner_sex","loser_sex","date","observer","data_source","focal_individual","timeblock"
"5J3","5L3","submit","M","M","2018-07-25","JN","scan","agonsim.winner","PM"
"2C3","6D6","aggression","F","F","2018-07-25","JN","scan","agonsim.loser","AM"
"0K8","6L1","aggression","F","F","2018-07-25","JN","scan","agonsim.loser","AM"
"0L5","8I9","aggression","F","F","2018-07-25","JN","scan","agonsim.loser","AM"
"56K","1E2","aggression","F","F","2018-07-25","JN","scan","agonsim.loser","PM"
"98Z","JM","aggression","M","M","2018-07-27","JN","scan","agonsim.winner","AM"
"6L3","JF","aggression","M","M","2018-07-27","JN","scan","agonsim.winner","AM"
"27N","6L1","aggression","M","F","2018-07-27","JN","scan","agonsim.winner","AM"
"27N","73Z","submit","F","M","2018-07-27","JN","scan","agonsim.loser","AM"
"24V","2J7","submit","F","F","2018-07-27","JN","scan","agonsim.loser","AM"
"6L3","9I8","submit","M","M","2018-07-27","JN","scan","agonsim.winner","AM"
"2C3","0J5","aggression","F","F","2018-07-27","JN","scan","agonsim.loser","AM"
"6L3","9H9","aggression","F","M","2018-07-27","JN","scan","agonsim.loser","AM"
"2J7","6D6","aggression","F","F","2018-07-31","JN","scan","agonsim.winner","AM"
"6C2","4M9","aggression","F","F","2018-07-31","JN","scan","agonsim.winner","AM"
"73Z","9H9","aggression","F","M","2018-07-31","JN","scan","agonsim.loser","AM"
"3M3","6K6","aggression","F","F","2018-07-31","JN","scan","agonsim.loser","AM"
"2C4","1J8","aggression","F","M","2018-07-31","JN","scan","agonsim.loser","AM"
"3M3","37V","aggression","F","F","2018-07-31","JN","scan","agonsim.loser","AM"
"6K6","3F5","aggression","F","F","2018-07-31","JN","scan","agonsim.loser","AM"
"42T","1C5","aggression","F","F","2018-08-01","JN","scan","agonsim.winner","AM"
"46Z","6D9","aggression","M","M","2018-08-01","JN","scan","agonsim.winner","AM"
"3F5","1L1","aggression","F","F","2018-08-01","JN","scan","agonsim.winner","AM"
"5I5","2C3","submit","F","M","2018-08-01","JN","scan","agonsim.loser","AM"
"73Z","6K6","aggression","F","F","2018-08-01","JN","scan","agonsim.loser","AM"
"1J8","6M7","aggression","F","F","2018-08-01","JN","scan","agonsim.loser","AM"
"3F7","2C4","aggression","F","M","2018-08-01","JN","scan","agonsim.loser","AM"
"5H4","JM","aggression","F","M","2018-08-02","JN","scan","agonsim.winner","AM"
"7J7","6L1","aggression","F","F","2018-08-02","JN","scan","agonsim.winner","AM"
"5K0","JM","aggression","M","M","2018-08-02","JN","scan","agonsim.winner","AM"
"24V","2J7","aggression","F","F","2018-08-02","JN","scan","agonsim.loser","PM"
"98Z","6C2","aggression","M","M","2018-08-03","JN","scan","agonsim.winner","AM"
"3F7","8I9","aggression","F","M","2018-08-03","JN","scan","agonsim.winner","AM"
"5H4","4F1","aggression","F","M","2018-08-03","JN","scan","agonsim.winner","AM"
"24V","3F5","aggression","F","F","2018-08-03","JN","scan","agonsim.winner","AM"
"4D8","6D6","aggression","F","F","2018-08-03","JN","scan","agonsim.winner","AM"
"1E2","6D9","submit","F","F","2018-08-03","JN","scan","agonsim.loser","AM"
"98Z","4D8","aggression","F","F","2018-08-03","JN","scan","agonsim.loser","AM"
"0L5","4M9","aggression","F","F","2018-08-03","JN","scan","agonsim.loser","AM"
"6L3","0L5","aggression","M","M","2018-08-06","JN","scan","agonsim.winner","AM"
"73Z","8L3","aggression","F","M","2018-08-06","JN","scan","agonsim.winner","AM"
"8C9","5L3","aggression","M","M","2018-08-06","JN","scan","agonsim.winner","PM"
"3M3","76J","aggression","M","M","2018-08-06","JN","scan","agonsim.winner","PM"
"8H2","42T","submit","M","M","2018-08-06","JN","scan","agonsim.winner","PM"
"46Z","7F0","aggression","F","F","2018-08-06","JN","scan","agonsim.loser","AM"
"JF","9H9","aggression","F","M","2018-08-06","JN","scan","agonsim.loser","AM"
"73Z","2C3","aggression","F","M","2018-08-06","JN","scan","agonsim.loser","PM"
"73Z","8I9","aggression","F","M","2018-08-07","JN","scan","agonsim.winner","AM"
"8H2","31S","aggression","M","M","2018-08-07","JN","scan","agonsim.winner","AM"
"2C4","2M4","aggression","F","M","2018-08-07","JN","scan","agonsim.winner","AM"
"5H4","8L3","aggression","F","M","2018-08-07","JN","scan","agonsim.winner","AM"
"5L3","1J8","aggression","M","M","2018-08-07","JN","scan","agonsim.winner","AM"
"60R","6L1","submit","F","F","2018-08-07","JN","scan","agonsim.loser","AM"
"2M4","5I5","aggression","F","M","2018-08-07","JN","scan","agonsim.loser","AM"
"73Z","9L9","aggression","F","F","2018-08-07","JN","scan","agonsim.loser","AM"
"73Z","2C3","aggression","F","M","2018-08-07","JN","scan","agonsim.loser","AM"
"JF","0M6","aggression","F","F","2018-08-07","JN","scan","agonsim.loser","AM"
"6K6","3F7","aggression","F","F","2018-08-09","JN","scan","agonsim.winner","AM"
"7J7","6K6","aggression","F","F","2018-08-09","JN","scan","agonsim.winner","AM"
"1J8","5M5","aggression","F","M","2018-08-09","JN","scan","agonsim.loser","AM"
"JM","5J3","aggression","M","M","2018-08-09","JN","scan","agonsim.loser","AM"
"83Z","7I8","aggression","F","F","2018-08-09","JN","scan","agonsim.loser","AM"
"3E4","44V","aggression","F","M","2018-08-09","JN","scan","agonsim.loser","AM"
"2C3","6K6","aggression","F","F","2018-08-09","JN","scan","agonsim.loser","PM"
"46Z","2J7","aggression","M","M","2018-08-10","JN","scan","agonsim.winner","AM"
"5H4","7I8","aggression","F","M","2018-08-10","JN","scan","agonsim.winner","AM"
"8L3","2C3","aggression","F","F","2018-08-10","JN","scan","agonsim.winner","AM"
"5H4","1E2","aggression","F","M","2018-08-10","JN","scan","agonsim.winner","PM"
"4F1","76J","aggression","F","F","2018-08-10","JN","scan","agonsim.winner","PM"
"73Z","8I9","aggression","F","M","2018-08-10","JN","scan","agonsim.winner","AM"
"73Z","JF","aggression","F","M","2018-08-10","JN","scan","agonsim.winner","PM"
"8H2","0K8","aggression","M","M","2018-08-10","JN","scan","agonsim.winner","PM"
"5L3","8B3","submit","M","M","2018-08-10","JN","scan","agonsim.loser","AM"
"7J7","9H9","submit","F","M","2018-08-10","JN","scan","agonsim.loser","PM"
"1E2","0M6","submit","F","F","2018-08-10","JN","scan","agonsim.loser","PM"
"7J7","9L9","aggression","F","F","2018-08-10","JN","scan","agonsim.loser","AM"
"73Z","49V","aggression","F","F","2018-08-10","JN","scan","agonsim.loser","PM"
"0L5","1J8","aggression","M","M","2018-08-13","JN","scan","agonsim.winner","AM"
"6D6","3F7","aggression","F","F","2018-08-13","JN","scan","agonsim.winner","AM"
"4D8","6D4","aggression","F","F","2018-08-13","JN","scan","agonsim.winner","PM"
"98Z","7J7","aggression","M","M","2018-08-13","JN","scan","agonsim.winner","PM"
"5H4","2C3","aggression","F","M","2018-08-13","JN","scan","agonsim.loser","AM"
"3E4","6L1","aggression","F","F","2018-08-13","JN","scan","agonsim.loser","AM"
"8H2","8B3","aggression","M","M","2018-08-13","JN","scan","agonsim.loser","AM"
"46Z","9L9","aggression","M","M","2018-08-14","JN","scan","agonsim.winner","AM"
"73Z","9L9","aggression","F","M","2018-08-14","JN","scan","agonsim.winner","AM"
"7J7","2M4","aggression","F","F","2018-08-14","JN","scan","agonsim.winner","AM"
"24V","9I8","aggression","F","F","2018-08-14","JN","scan","agonsim.winner","PM"
"6L3","6C2","aggression","M","M","2018-08-14","JN","scan","agonsim.winner","AM"
"4L7","2K0","aggression","M","M","2018-08-14","JN","scan","agonsim.winner","AM"
"8B3","1C7","submit","M","M","2018-08-14","JN","scan","agonsim.winner","AM"
"27N","46Z","submit","M","M","2018-08-14","JN","scan","agonsim.loser","PM"
"2C4","2M4","aggression","F","M","2018-08-14","JN","scan","agonsim.loser","AM"
"JM","83Z","aggression","F","F","2018-08-14","JN","scan","agonsim.loser","PM"
"8H2","5L3","aggression","M","M","2018-08-15","JN","scan","agonsim.winner","AM"
"JF","1C5","aggression","F","F","2018-08-15","JN","scan","agonsim.loser","AM"
"3M3","37V","aggression","M","M","2018-08-17","JN","scan","agonsim.winner","AM"
"56K","2F2","aggression","F","M","2018-08-17","JN","scan","agonsim.loser","AM"
"5L3","6M7","aggression","M","M","2018-08-20","JN","scan","agonsim.winner","AM"
"98Z","3E4","aggression","M","M","2018-08-20","JN","scan","agonsim.winner","AM"
"1J8","2F2","aggression","F","M","2018-08-20","JN","scan","agonsim.winner","PM"
"6C2","2C4","aggression","F","F","2018-08-20","JN","scan","agonsim.winner","PM"
"5L3","0M6","aggression","M","M","2018-08-20","JN","scan","agonsim.winner","PM"
"6K6","0J5","aggression","F","F","2018-08-20","JN","scan","agonsim.winner","PM"
"1J8","2C4","submit","F","M","2018-08-20","JN","scan","agonsim.winner","AM"
"3M3","5M5","submit","M","M","2018-08-20","JN","scan","agonsim.winner","AM"
"5J3","0M6","aggression","F","F","2018-08-20","JN","scan","agonsim.loser","AM"
"1J8","8I9","aggression","F","M","2018-08-21","JN","scan","agonsim.winner","PM"
"27N","1L1","submit","M","F","2018-08-21","JN","scan","agonsim.winner","AM"
"5K0","5L3","aggression","M","M","2018-08-21","JN","scan","agonsim.loser","AM"
"5L3","42T","aggression","M","M","2018-08-22","JN","scan","agonsim.winner","AM"
"0L5","31S","aggression","M","M","2018-08-22","JN","scan","agonsim.winner","AM"
"6L3","6D4","aggression","M","M","2018-08-22","JN","scan","agonsim.winner","AM"
"5K0","9H9","submit","F","M","2018-08-22","JN","scan","agonsim.loser","AM"
"7I8","4M9","aggression","F","F","2018-08-22","JN","scan","agonsim.loser","AM"
"8H2","37V","aggression","F","F","2018-08-22","JN","scan","agonsim.loser","AM"
"JM","9H9","aggression","F","M","2018-08-22","JN","scan","agonsim.loser","AM"
"56K","4D8","aggression","F","F","2018-08-22","JN","scan","agonsim.loser","AM"
"7J7","6C2","aggression","F","F","2018-08-22","JN","scan","agonsim.loser","AM"
"5L3","8C9","aggression","M","M","2018-08-22","JN","scan","agonsim.loser","AM"
"8L3","JF","aggression","F","F","2018-08-23","JN","scan","agonsim.winner","AM"
"6K6","4M9","aggression","F","F","2018-08-23","JN","scan","agonsim.winner","AM"
"8H2","1J8","aggression","M","M","2018-08-23","JN","scan","agonsim.winner","AM"
"37V","5M5","aggression","F","F","2018-08-23","JN","scan","agonsim.winner","AM"
"24V","8C9","aggression","F","F","2018-08-23","JN","scan","agonsim.winner","AM"
"2J7","7I8","aggression","F","F","2018-08-23","JN","scan","agonsim.loser","AM"
"6D6","6C2","aggression","F","F","2018-08-23","JN","scan","agonsim.loser","AM"
"8L3","1E2","aggression","F","F","2018-08-23","JN","scan","agonsim.loser","PM"
"5H4","2J7","aggression","F","F","2018-08-23","JN","scan","agonsim.loser","PM"
"73Z","83Z","aggression","F","F","2018-08-24","JN","scan","agonsim.loser","AM"
"2C3","0M6","aggression","F","M","2018-08-27","JN","scan","agonsim.winner","AM"
"5H4","7I8","aggression","F","M","2018-08-27","JN","scan","agonsim.winner","PM"
"56K","6D6","aggression","M","M","2018-08-27","JN","scan","agonsim.winner","AM"
"60R","6D4","submit","F","F","2018-08-27","JN","scan","agonsim.winner","AM"
"1M8","1J8","submit","M","M","2018-08-27","JN","scan","agonsim.winner","PM"
"3M3","2F2","aggression","F","M","2018-08-27","JN","scan","agonsim.loser","AM"
"9H9","1C5","aggression","F","F","2018-08-27","JN","scan","agonsim.loser","AM"
"6L3","86Z","aggression","F","M","2018-08-27","JN","scan","agonsim.loser","AM"
"73Z","6M7","aggression","F","F","2018-08-27","JN","scan","agonsim.loser","AM"
"2K0","1L1","aggression","F","M","2018-08-27","JN","scan","agonsim.loser","AM"
"8C9","9I8","aggression","F","F","2018-08-27","JN","scan","agonsim.loser","PM"
"44V","7F0","aggression","F","M","2018-08-28","JN","scan","agonsim.winner","AM"
"86Z","6K6","aggression","F","M","2018-08-28","JN","scan","agonsim.winner","AM"
"7F0","1L1","aggression","F","F","2018-08-28","JN","scan","agonsim.winner","PM"
"6L3","0L5","submit","M","M","2018-08-28","JN","scan","agonsim.loser","AM"
"27N","46Z","submit","M","F","2018-08-28","JN","scan","agonsim.winner","AM"
"8C9","1J8","submit","M","M","2018-08-28","JN","scan","agonsim.winner","AM"
"2J7","6L1","submit","F","F","2018-08-28","JN","scan","agonsim.winner","PM"
"5H4","86Z","aggression","F","M","2018-08-28","JN","scan","agonsim.loser","AM"
"2M4","8H2","aggression","M","M","2018-08-28","JN","scan","agonsim.loser","AM"
"24V","3F7","aggression","F","F","2018-08-29","JN","scan","agonsim.winner","AM"
"2C4","6M7","aggression","F","M","2018-08-29","JN","scan","agonsim.winner","AM"
"9L9","51V","aggression","F","F","2018-08-29","JN","scan","agonsim.loser","AM"
"6L1","0J5","aggression","F","F","2018-08-29","JN","scan","agonsim.loser","AM"
"5H4","9I8","aggression","F","F","2018-08-29","JN","scan","agonsim.loser","AM"
"24V","6C2","aggression","F","F","2018-08-29","JN","scan","agonsim.loser","AM"
"93O","51V","aggression","F","F","2018-08-31","JN","scan","agonsim.winner","AM"
"60R","2F2","aggression","F","F","2018-08-31","JN","scan","agonsim.winner","AM"
"98Z","6K6","aggression","M","M","2018-08-31","JN","scan","agonsim.winner","AM"
"6L4","9L9","aggression","M","M","2018-08-31","JN","scan","agonsim.winner","AM"
"73Z","98Z","aggression","F","M","2018-08-31","JN","scan","agonsim.winner","AM"
"46Z","JF","aggression","M","M","2018-08-31","JN","scan","agonsim.winner","AM"
"8B3","9L9","aggression","M","M","2018-08-31","JN","scan","agonsim.winner","PM"
"2M4","6K6","aggression","F","M","2018-08-31","JN","scan","agonsim.winner","PM"
"1E2","76J","submit","F","M","2018-08-31","JN","scan","agonsim.loser","PM"
"73Z","5J3","submit","M","M","2018-08-31","JN","scan","agonsim.loser","PM"
"5H4","9I8","aggression","F","F","2018-08-31","JN","scan","agonsim.loser","PM"
"5M5","9L9","aggression","F","M","2018-09-05","JN","scan","agonsim.winner","AM"
"73Z","3F5","aggression","F","M","2018-09-05","JN","scan","agonsim.winner","AM"
"46Z","8B3","aggression","M","M","2018-09-05","JN","scan","agonsim.winner","AM"
"56K","0M6","aggression","M","M","2018-09-05","JN","scan","agonsim.winner","AM"
"1E2","51V","submit","F","F","2018-09-05","JN","scan","agonsim.winner","PM"
"73Z","6D9","aggression","F","F","2018-09-05","JN","scan","agonsim.loser","AM"
"3M3","7I8","aggression","F","F","2018-09-05","JN","scan","agonsim.loser","PM"
"27N","7I8","aggression","F","F","2018-09-05","JN","scan","agonsim.loser","PM"
"4F1","2F2","aggression","F","M","2018-09-05","JN","scan","agonsim.loser","PM"
"8I9","9L9","aggression","F","F","2018-09-06","JN","scan","agonsim.winner","AM"
"73Z","7I8","aggression","F","M","2018-09-06","JN","scan","agonsim.winner","AM"
"9H9","9L9","aggression","F","M","2018-09-06","JN","scan","agonsim.winner","AM"
"27N","83Z","submit","M","F","2018-09-06","JN","scan","agonsim.winner","PM"
"9N6","6D6","aggression","F","F","2018-09-06","JN","scan","agonsim.loser","PM"
"5H4","86Z","aggression","F","M","2018-09-06","JN","scan","agonsim.loser","PM"
"76J","6K6","aggression","F","F","2018-09-06","JN","scan","agonsim.loser","PM"
"5H4","83Z","aggression","F","M","2018-09-07","JN","scan","agonsim.winner","AM"
"46Z","6M7","aggression","M","M","2018-09-07","JN","scan","agonsim.winner","AM"
"2F2","9L9","aggression","F","M","2018-09-07","JN","scan","agonsim.winner","PM"
"3E4","6D4","aggression","F","M","2018-09-07","JN","scan","agonsim.winner","PM"
"98Z","60R","submit","M","M","2018-09-07","JN","scan","agonsim.winner","AM"
"73Z","3M3","aggression","M","M","2018-09-07","JN","scan","agonsim.loser","AM"
"73Z","86Z","aggression","F","M","2018-09-07","JN","scan","agonsim.loser","AM"
"93O","1L1","aggression","F","M","2018-09-07","JN","scan","agonsim.loser","PM"
"JF","1C5","aggression","F","F","2018-09-07","JN","scan","agonsim.loser","PM"
"3F5","49V","aggression","F","F","2018-09-07","JN","scan","agonsim.loser","PM"
"8L3","83Z","aggression","F","F","2018-09-07","JN","scan","agonsim.loser","PM"
"9N6","JF","aggression","F","F","2018-09-10","JN","scan","agonsim.winner","AM"
"31S","2K0","submit","M","M","2018-09-10","JN","scan","agonsim.loser","AM"
"27N","8H2","aggression","M","F","2018-09-11","JN","scan","agonsim.winner","PM"
"27N","46Z","aggression","M","F","2018-09-11","JN","scan","agonsim.winner","PM"
"1E2","7I8","submit","F","F","2018-09-11","JN","scan","agonsim.winner","PM"
"6L3","4M9","aggression","F","F","2018-09-11","JN","scan","agonsim.loser","AM"
"3F7","3F5","aggression","F","F","2018-09-11","JN","scan","agonsim.loser","AM"
"2J7","51V","aggression","F","F","2018-09-11","JN","scan","agonsim.loser","AM"
"3E4","31S","aggression","M","M","2018-09-11","JN","scan","agonsim.loser","AM"
"56K","6D4","aggression","F","F","2018-09-11","JN","scan","agonsim.loser","PM"
"1C5","JM","aggression","F","F","2018-09-12","JN","scan","agonsim.winner","AM"
"5I5","JF","aggression","F","M","2018-09-12","JN","scan","agonsim.winner","AM"
"3M3","76J","submit","F","M","2018-09-12","JN","scan","agonsim.loser","AM"
"27N","24V","aggression","F","F","2018-09-12","JN","scan","agonsim.loser","AM"
"JM","1C7","aggression",NA,"M","2018-09-12","JN","scan","agonsim.loser","AM"
"31S","2K0","aggression","M","M","2018-09-12","JN","scan","agonsim.loser","AM"
"46Z","1E2","aggression","M","M","2018-09-17","JN","scan","agonsim.winner","AM"
"4D8","6K6","aggression","F","F","2018-09-17","JN","scan","agonsim.winner","AM"
"31S","6L1","aggression","M","M","2018-09-17","JN","scan","agonsim.winner","AM"
"46Z","93O","aggression","M","M","2018-09-17","JN","scan","agonsim.winner","PM"
"6L4","4L7","aggression","M","M","2018-09-17","JN","scan","agonsim.winner","PM"
"2C4","37V","submit","F","F","2018-09-17","JN","scan","agonsim.loser","PM"
"8I9","60R","aggression","F","F","2018-09-17","JN","scan","agonsim.loser","AM"
"JM","6L3","aggression","M","M","2018-09-17","JN","scan","agonsim.loser","AM"
NA,"5H4","aggression","F","M","2018-09-18","JN","scan","agonsim.loser","AM"
"3M3","JM","aggression","M","M","2018-09-18","JN","scan","agonsim.winner","AM"
"8C9","31S","aggression","M","M","2018-09-18","JN","scan","agonsim.winner","AM"
"5K0","JF","aggression","M","M","2018-09-18","JN","scan","agonsim.winner","AM"
"27N","6C2","aggression","M","F","2018-09-18","JN","scan","agonsim.winner","PM"
"46Z","24V","submit","M","M","2018-09-18","JN","scan","agonsim.winner","AM"
"98Z","1J8","submit","M","M","2018-09-18","JN","scan","agonsim.winner","AM"
"5H4","5J3","aggression","M","M","2018-09-18","JN","scan","agonsim.loser","AM"
"JM","6D6","aggression","F","F","2018-09-18","JN","scan","agonsim.loser","AM"
"5H4","6D9","aggression","F","F","2018-09-18","JN","scan","agonsim.loser","AM"
"6K6","6D9","aggression","F","F","2018-09-18","JN","scan","agonsim.loser","AM"
"8H2","7D7","aggression","M","M","2018-09-18","JN","scan","agonsim.loser","AM"
"3M3","86Z","aggression","F","M","2018-09-18","JN","scan","agonsim.loser","AM"
"JM","3F5","aggression","F","F","2018-09-18","JN","scan","agonsim.loser","PM"
"8C9","31S","aggression","M","M","2018-09-18","JN","scan","agonsim.loser","PM"
"73Z","3F7","aggression","F","M","2018-09-18","JN","scan","agonsim.loser","PM"
"2C4","93O","aggression","F","F","2018-09-18","JN","scan","agonsim.loser","PM"
"7J7",NA,"aggression","F","F","2018-09-19","JN","scan","agonsim.winner","AM"
"98Z","4F1","aggression","M","M","2018-09-19","JN","scan","agonsim.winner","AM"
"27N","31S","aggression","M","F","2018-09-19","JN","scan","agonsim.winner","AM"
"5H4","76J","aggression","F","M","2018-09-19","JN","scan","agonsim.winner","PM"
"7J7","9I8","aggression","F","F","2018-09-19","JN","scan","agonsim.winner","PM"
"5K0","0J5","aggression","M","M","2018-09-19","JN","scan","agonsim.winner","PM"
"4D8","6K6","submit","F","F","2018-09-19","JN","scan","agonsim.loser","AM"
"3M3","4L7","submit","M","M","2018-09-19","JN","scan","agonsim.winner","AM"
"98Z","5M5","submit","F","M","2018-09-19","JN","scan","agonsim.loser","PM"
"9N6","44V","aggression","F","M","2018-09-19","JN","scan","agonsim.loser","AM"
"27N","8C9","aggression","M","M","2018-09-19","JN","scan","agonsim.loser","AM"
"JM","98Z","aggression","M","M","2018-09-19","JN","scan","agonsim.loser","AM"
"JM","9L9","aggression","F","F","2018-09-19","JN","scan","agonsim.loser","AM"
"JM","7J7","aggression","F","F","2018-09-19","JN","scan","agonsim.loser","AM"
"0M6","JF","aggression","F","F","2018-09-21","JN","scan","agonsim.winner","AM"
"8C9","42T","aggression","M","M","2018-09-21","JN","scan","agonsim.winner","AM"
"56K","0K8","aggression","M","M","2018-09-21","JN","scan","agonsim.winner","AM"
"46Z","6L3","aggression","M","M","2018-09-21","JN","scan","agonsim.winner","AM"
"73Z","1L1","aggression","F","M","2018-09-21","JN","scan","agonsim.winner","AM"
"98Z","83Z","aggression","M","M","2018-09-21","JN","scan","agonsim.winner","AM"
"8C9","5L3","aggression","M","M","2018-09-21","JN","scan","agonsim.winner","AM"
"8L3","9I8","submit","F","F","2018-09-21","JN","scan","agonsim.loser","AM"
"6L3","0L5","submit","M","M","2018-09-21","JN","scan","agonsim.loser","AM"
"98Z","3E4","submit","F","M","2018-09-21","JN","scan","agonsim.loser","AM"
"46Z","4D8","submit","F","F","2018-09-21","JN","scan","agonsim.loser","AM"
"9I8","0J5","aggression","F","F","2018-09-21","JN","scan","agonsim.loser","AM"
"5L3","2C3","aggression","F","M","2018-09-21","JN","scan","agonsim.loser","AM"
"56K","6L3","aggression","M","M","2018-09-25","JN","scan","agonsim.winner","AM"
"4F1","0M6","aggression","F","F","2018-09-25","JN","scan","agonsim.winner","PM"
"8C9","2K0","submit","M","M","2018-09-25","JN","scan","agonsim.winner","AM"
"3F7","6C2","aggression","F","F","2018-09-25","JN","scan","agonsim.loser","AM"
"8I9","6D9","aggression","F","F","2018-09-26","JN","scan","agonsim.winner","AM"
"5K0","2M4","aggression","M","M","2018-09-26","JN","scan","agonsim.winner","PM"
"6L3","JF","aggression","M","M","2018-09-26","JN","scan","agonsim.winner","PM"
"5H4","5H4","aggression","F","M","2018-09-26","JN","scan","agonsim.winner","PM"
"1C5","JF","aggression","F","F","2018-09-26","JN","scan","agonsim.winner","PM"
NA,"51V","submit","F","F","2018-09-26","JN","scan","agonsim.loser","PM"
"73Z","8C9","submit","F","M","2018-09-26","JN","scan","agonsim.winner","AM"
"6L3","8I9","submit","F","F","2018-09-26","JN","scan","agonsim.loser","PM"
"73Z","7J7","aggression","F","F","2018-09-26","JN","scan","agonsim.loser","AM"
"76J","7J7","aggression","F","F","2018-09-26","JN","scan","agonsim.loser","AM"
"8L3","6C2","aggression","F","F","2018-09-26","JN","scan","agonsim.loser","PM"
"27N","8L3","aggression","M","F","2018-09-27","JN","scan","agonsim.winner","AM"
"5K0","2M4","aggression","M","M","2018-09-27","JN","scan","agonsim.winner","AM"
"46Z","JM","aggression","M","M","2018-09-27","JN","scan","agonsim.winner","AM"
"2C3","6L1","aggression","F","M","2018-09-27","JN","scan","agonsim.winner","AM"
"46Z","3F7","aggression","M","M","2018-09-27","JN","scan","agonsim.winner","AM"
"4M9","6L1","submit","F","F","2018-09-27","JN","scan","agonsim.loser","AM"
"2C3","7J7","submit","F","M","2018-09-27","JN","scan","agonsim.winner","AM"
"2F2","1C5","submit","F","M","2018-09-27","JN","scan","agonsim.winner","AM"
"2J7","4D8","aggression","F","F","2018-09-27","JN","scan","agonsim.loser","AM"
"2J7","9N6","aggression","F","F","2018-09-27","JN","scan","agonsim.loser","AM"
"1J8","7F0","aggression","F","F","2018-09-27","JN","scan","agonsim.loser","AM"
"6K6","8I9","aggression","F","F","2018-09-27","JN","scan","agonsim.loser","AM"
"JM","0M6","aggression","F","F","2018-09-27","JN","scan","agonsim.loser","AM"
"6C2","8I9","aggression","F","F","2018-09-27","JN","scan","agonsim.loser","AM"
"5H4","7J7","submit","F","F","2018-09-28","JN","scan","agonsim.loser","AM"
"73Z","3E4","submit","F","M","2018-09-28","JN","scan","agonsim.loser","AM"
"5H4","76J","aggression","F","M","2018-09-28","JN","scan","agonsim.loser","AM"
"1J8","4F1","aggression","F","F","2018-09-28","JN","scan","agonsim.loser","AM"
"3E4","76J","aggression","F","M","2018-09-28","JN","scan","agonsim.loser","AM"
"73Z","6D6","aggression","F","F","2018-09-28","JN","scan","agonsim.loser","AM"
"3M3","8I9","aggression","M","M","2018-10-01","JN","scan","agonsim.winner","AM"
"42T","7D7","aggression","F","F","2018-10-01","JN","scan","agonsim.winner","AM"
"4L7","8H2","aggression","M","M","2018-10-01","JN","scan","agonsim.winner","AM"
"5H4","49V","aggression","F","M","2018-10-01","JN","scan","agonsim.winner","AM"
"8C9","8B3","aggression","M","M","2018-10-01","JN","scan","agonsim.winner","AM"
"49V","1C5","submit","F","F","2018-10-01","JN","scan","agonsim.winner","AM"
"1E2","9H9","submit","F","M","2018-10-01","JN","scan","agonsim.loser","AM"
"8L3","9N6","submit","F","F","2018-10-01","JN","scan","agonsim.loser","AM"
"3M3","37V","submit","F","F","2018-10-01","JN","scan","agonsim.loser","AM"
"3E4","6K6","submit","F","M","2018-10-01","JN","scan","agonsim.winner","AM"
"8C9","8B3","submit","M","M","2018-10-01","JN","scan","agonsim.loser","AM"
"46Z","6M7","submit","M","M","2018-10-01","JN","scan","agonsim.winner","PM"
"56K","1J8","aggression","F","M","2018-10-01","JN","scan","agonsim.loser","AM"
"49V","9L9","aggression","F","F","2018-10-01","JN","scan","agonsim.loser","AM"
"9I8","1C5","aggression","F","F","2018-10-01","JN","scan","agonsim.loser","AM"
"1J8","8B3","aggression","M","M","2018-10-01","JN","scan","agonsim.loser","PM"
"5H4","76J","aggression","F","M","2018-10-01","JN","scan","agonsim.loser","PM"
"5K0","1C7","aggression","M","M","2018-10-02","JN","scan","agonsim.winner","AM"
"6L4","5J3","aggression","M","M","2018-10-02","JN","scan","agonsim.winner","AM"
"3M3","98Z","aggression","M","M","2018-10-02","JN","scan","agonsim.winner","PM"
"8L3","1E2","aggression","F","F","2018-10-02","JN","scan","agonsim.winner","PM"
"60R","3F5","aggression","F","F","2018-10-02","JN","scan","agonsim.winner","PM"
"5K0","1J8","aggression","M","M","2018-10-02","JN","scan","agonsim.winner","PM"
"3F7","JF","aggression","F","M","2018-10-02","JN","scan","agonsim.winner","PM"
"5H4","51V","aggression","F","M","2018-10-02","JN","scan","agonsim.winner","PM"
"1J8","6C2","submit","F","M","2018-10-02","JN","scan","agonsim.winner","AM"
"2M4","9H9","submit","F","M","2018-10-02","JN","scan","agonsim.winner","AM"
"7J7","60R","aggression","F","F","2018-10-03","JN","scan","agonsim.winner","AM"
"8I9","73Z","aggression","F","F","2018-10-03","JN","scan","agonsim.winner","AM"
"42T","1J8","aggression","F","F","2018-10-03","JN","scan","agonsim.winner","PM"
"9N6","2C3","submit","F","M","2018-10-03","JN","scan","agonsim.loser","AM"
"73Z","5L3","submit","F","M","2018-10-03","JN","scan","agonsim.winner","PM"
"73Z","7I8","aggression","F","F","2018-10-03","JN","scan","agonsim.loser","AM"
"24V","2J7","aggression","F","F","2018-10-03","JN","scan","agonsim.loser","AM"
"6L3","3E4","aggression","F","M","2018-10-03","JN","scan","agonsim.loser","AM"
"0M6","6D6","aggression","F","F","2018-10-04","JN","scan","agonsim.winner","AM"
"1J8","7F0","aggression","F","M","2018-10-04","JN","scan","agonsim.winner","AM"
"46Z","0M6","aggression","M","M","2018-10-04","JN","scan","agonsim.winner","AM"
"1E2","JF","aggression","F","F","2018-10-04","JN","scan","agonsim.winner","AM"
