id,sex,dob,dod,remove.date,mother,father,behavioual.mother,group.at.birth,birth.season,group.at.death,yob,yod
I93I00,M,1993-01-29,NA,1994-01-20,NA,NA,I00,Q,1993,NA,1993,NA
75A,M,1993-01-30,NA,1995-01-11,NA,NA,S44,Y,1993,NA,1993,NA
I93R72,F,1993-01-31,1993-03-21,NA,NA,NA,R72,Y,1993,Y,1993,1993
I93I58,M,1993-02-02,1993-02-17,NA,NA,NA,I58,Q,1993,Q,1993,1993
I93970,F,1993-02-02,NA,1994-01-18,NA,NA,970,Q,1993,NA,1993,NA
I93D59,M,1993-02-03,NA,1994-01-19,NA,NA,D59,Q,1993,NA,1993,NA
I93T09,F,1993-02-04,NA,1994-02-16,NA,NA,T09,Q,1993,NA,1993,NA
I93D88,U,1993-02-06,1993-02-07,NA,NA,NA,D88,Q,1993,Q,1993,1993
I93D15,M,1993-02-08,1993-07-29,NA,NA,NA,D15,V,1993,V,1993,1993
12B,F,1993-02-08,1995-02-24,NA,NA,NA,L49,V,1993,V,1993,1995
I93S58,U,1993-02-10,1993-03-10,NA,NA,NA,S58,A,1993,A,1993,1993
04B,M,1993-02-10,1994-07-11,NA,NA,NA,C26,F,1993,F,1993,1994
48B,F,1993-02-12,2006-10-25,NA,K11,NA,K11,F,1993,F,1993,2006
I93R82,M,1993-02-19,NA,1994-02-16,NA,NA,R82,Q,1993,NA,1993,NA
I93K47,F,1993-02-21,NA,1994-01-19,NA,NA,K47,Q,1993,NA,1993,NA
78A,F,1993-02-24,2007-09-18,NA,I88,NA,I88,F,1993,L,1993,2007
I93L66,F,1993-02-25,1993-07-08,NA,NA,NA,L66,V,1993,V,1993,1993
26B,F,1993-02-25,1995-03-29,NA,NA,NA,L48,V,1993,V,1993,1995
39B,F,1993-02-25,NA,2010-02-12,K00,NA,K00,F,1993,NA,1993,NA
02B,M,1993-02-28,1994-06-09,NA,NA,NA,J92,F,1993,F,1993,1994
I93G25,M,1993-03-07,NA,1994-01-19,NA,NA,G25,Q,1993,NA,1993,NA
I93O84,F,1993-03-08,NA,1994-01-24,NA,NA,O84,Q,1993,NA,1993,NA
I93D81,F,1993-03-09,NA,1994-01-18,NA,NA,D81,Q,1993,NA,1993,NA
79A,M,1993-03-10,NA,1996-01-24,I70,NA,I70,F,1993,NA,1993,NA
10B,M,1993-03-14,NA,1995-01-11,NA,NA,L81,Y,1993,NA,1993,NA
76A,M,1993-03-15,NA,1995-01-11,NA,NA,F82,Y,1993,NA,1993,NA
I93I89,F,1993-03-19,NA,1994-01-19,NA,NA,I89,Q,1993,NA,1993,NA
I93745,M,1993-03-23,NA,1994-01-18,NA,NA,745,Q,1993,NA,1993,NA
I93A41,M,1993-03-30,1993-06-02,NA,NA,NA,A41,Q,1993,Q,1993,1993
69A,M,1993-04-23,NA,1995-01-13,NA,NA,693,Y,1993,NA,1993,NA
31B,F,1993-06-07,NA,1995-01-13,NA,NA,E78,F,1993,NA,1993,NA
30B,M,1993-06-30,NA,1995-01-13,NA,NA,J96,F,1993,NA,1993,NA
18A,F,1992-04-07,NA,2002-01-17,O87,K22,O87,F,1992,NA,1992,NA
Z75,F,1992-01-09,NA,2004-02-13,E04,J43,E04,S,1992,NA,1992,NA
19A,F,1992-03-01,2016-01-19,NA,O55,J26,O55,F,1992,NF,1992,2016
Z76,M,1992-01-05,1998-08-10,NA,G11,J19,G11,S,1992,V,1992,1998
06A,F,1992-01-25,2011-07-01,NA,N16,I85,N16,S,1992,S,1992,2011
Z99,F,1992-02-04,2006-11-05,NA,O35,I85,O35,S,1992,S,1992,2006
Z78,F,1992-01-13,NA,2002-01-17,N13,I78,N13,F,1992,NA,1992,NA
Z83,M,1991-12-10,NA,1995-01-20,D98,I75,D98,S,1992,NA,1991,NA
Z08,F,1991-12-29,2010-07-06,NA,K11,I75,K11,F,1992,F,1991,2010
Z91,M,1992-01-13,NA,1995-01-20,I21,I75,I21,S,1992,NA,1992,NA
Z81,F,1992-01-01,NA,2002-02-27,G80,I47,G80,S,1992,NA,1992,NA
13A,F,1992-01-08,2009-02-13,NA,NA,I20,D15,V,1992,HH,1992,2009
Z72,F,1992-03-13,NA,2002-02-21,L97,H89,L97,S,1992,NA,1992,NA
00A,M,1992-02-16,NA,2002-02-05,971,H86,971,R,1992,NA,1992,NA
Z89,M,1992-01-06,1999-06-02,NA,D75,G37,D75,R,1992,F,1992,1999
Z88,M,1992-01-08,2003-06-20,NA,D92,G37,D92,R,1992,BB,1992,2003
Z92,F,1991-12-17,NA,2002-03-02,678,G27,678,S,1992,NA,1991,NA
Z90,M,1992-01-04,NA,2002-02-01,D82,G27,D82,S,1992,NA,1992,NA
Z77,M,1992-03-30,NA,1995-01-26,953,G27,953,S,1992,NA,1992,NA
Z71,M,1992-03-31,2007-08-07,NA,O30,G21,O30,S,1992,CC,1992,2007
Z97,F,1991-12-23,NA,2002-03-20,J85,F32,J85,F,1992,NA,1991,NA
Z07,F,1991-12-30,NA,2002-02-26,I12,F32,I12,F,1992,NA,1991,NA
Z13,M,1992-01-29,NA,1996-01-10,I68,F32,I68,F,1992,NA,1992,NA
07A,F,1992-03-30,2013-01-15,NA,J89,F32,J89,F,1992,EE,1992,2013
Z19,M,1992-01-07,NA,2002-01-23,897,E93,897,R,1992,NA,1992,NA
31A,F,1992-01-10,2006-11-03,NA,H02,E93,H02,R,1992,R,1992,2006
24A,M,1992-04-11,1998-12-14,NA,NA,E93,I31,R,1992,S,1992,1998
08A,M,1992-01-27,2003-05-19,NA,C12,E54,C12,R,1992,V,1992,2003
Z67,F,1991-12-31,NA,2004-03-03,C63,E05,C63,R,1992,NA,1991,NA
23A,M,1992-01-10,NA,2002-03-27,D07,E05,D07,R,1992,NA,1992,NA
02A,F,1992-01-10,2011-08-16,NA,G68,E05,G68,R,1992,R,1992,2011
Z54,M,1992-02-16,NA,1996-01-10,O78,E05,O78,R,1992,NA,1992,NA
28A,F,1992-04-02,2012-04-15,NA,B60,E05,B60,R,1992,R,1992,2012
14A,M,1992-02-21,2012-05-05,NA,J41,D91,J41,V,1992,F,1992,2012
Z93,M,1991-12-05,NA,2002-02-08,G17,D71,G17,R,1992,NA,1991,NA
Z21,M,1991-12-16,NA,1996-01-11,J69,D71,J69,R,1992,NA,1991,NA
Z17,M,1991-12-20,1997-01-17,NA,K28,D71,K28,R,1992,V,1991,1997
Z94,M,1991-12-26,NA,1996-01-09,777,D71,777,R,1992,NA,1991,NA
Z86,F,1992-01-10,2000-08-27,NA,J66,D71,J66,R,1992,NJJ,1992,2000
Z22,M,1992-02-19,NA,1996-02-26,D83,D71,D83,R,1992,NA,1992,NA
Z00,M,1992-02-21,2000-10-02,NA,A71,D68,A71,F,1992,X,1992,2000
Z50,M,1991-12-28,NA,1996-02-02,G43,C98,G43,F,1992,NA,1991,NA
Z15,F,1992-01-15,2008-12-19,NA,874,C98,874,F,1992,F,1992,2008
Z51,F,1992-02-21,2011-06-22,NA,NA,C56,F19,F,1992,NKK,1992,2011
Z14,F,1991-12-22,2011-11-24,NA,B75,C18,B75,F,1992,F,1991,2011
Z11,F,1992-01-11,NA,2010-03-02,C87,C18,C87,F,1992,NA,1992,NA
Z46,M,1992-02-14,2013-02-15,NA,699,C18,699,F,1992,X,1992,2013
Z01,M,1992-03-21,2002-11-25,NA,H74,C18,H74,F,1992,R,1992,2002
05A,F,1992-03-07,NA,2002-02-21,NA,A66,725,F,1992,NA,1992,NA
X97,F,1992-03-19,2010-07-14,NA,J92,881,J92,F,1992,F,1992,2010
04A,F,1992-03-10,NA,2002-02-27,O56,742,O56,F,1992,NA,1992,NA
17A,M,1992-02-19,NA,2002-03-15,J95,594,J95,F,1992,NA,1992,NA
I92233,F,1991-11-28,1991-11-28,NA,NA,NA,233,Q,1992,Q,1991,1991
30A,F,1991-11-28,NA,1994-02-17,NA,NA,893,Q,1992,NA,1991,NA
I92N54,U,1991-12-02,1991-12-04,NA,NA,NA,N54,T,1992,T,1991,1991
Z58,F,1991-12-02,NA,1995-01-11,NA,NA,K08,F,1992,NA,1991,NA
Z82,F,1991-12-04,2014-02-19,NA,H64,NA,H64,S,1992,S,1991,2014
I92J71,F,1991-12-06,1992-01-18,NA,NA,NA,J71,S,1992,S,1991,1992
Z36,M,1991-12-10,NA,1994-01-19,NA,NA,K62,Q,1992,NA,1991,NA
I92H57,M,1991-12-14,1992-09-24,NA,NA,NA,H57,R,1992,R,1991,1992
I92L21,M,1991-12-16,1992-06-14,NA,NA,NA,L21,Q,1992,Q,1991,1992
I92D85,M,1991-12-17,NA,1992-01-27,NA,NA,D85,T,1992,NA,1991,NA
Z39,M,1991-12-17,NA,1994-02-17,NA,NA,A41,Q,1992,NA,1991,NA
X95,M,1991-12-18,NA,1995-02-23,NA,NA,J29,F,1992,NA,1991,NA
I92I95,F,1991-12-19,1991-12-19,NA,NA,NA,I95,S,1992,S,1991,1991
I92L19,M,1991-12-19,1991-12-19,NA,NA,NA,L19,R,1992,R,1991,1991
I92K35,M,1991-12-19,NA,1992-03-11,NA,NA,K35,L,1992,NA,1991,NA
I92F09,F,1991-12-22,NA,1992-03-03,NA,NA,F09,L,1992,NA,1991,NA
Z27,F,1991-12-22,NA,1994-02-21,NA,NA,G04,Q,1992,NA,1991,NA
I92H60,F,1991-12-23,NA,1992-01-29,NA,NA,H60,T,1992,NA,1991,NA
I92K37,F,1991-12-23,NA,1992-02-24,NA,NA,K37,L,1992,NA,1991,NA
I92I28,F,1991-12-23,NA,1992-04-01,NA,NA,I28,L,1992,NA,1991,NA
I92K69,F,1991-12-24,NA,1992-01-27,NA,NA,K69,T,1992,NA,1991,NA
I92H03,M,1991-12-24,1992-01-22,NA,NA,NA,H03,Q,1992,Q,1991,1992
I92G42,F,1991-12-24,1992-08-29,NA,NA,NA,G42,F,1992,F,1991,1992
I92I81,M,1991-12-25,NA,1992-01-27,NA,NA,I81,T,1992,NA,1991,NA
I92958,F,1991-12-25,NA,1992-03-12,NA,NA,958,L,1992,NA,1991,NA
I92I03,M,1991-12-25,NA,1992-03-19,NA,NA,I03,L,1992,NA,1991,NA
I92K46,F,1991-12-27,1993-01-01,NA,NA,NA,K46,Q,1992,Q,1991,1993
I92J97,M,1991-12-28,1992-01-17,NA,NA,NA,J97,F,1992,F,1991,1992
Z55,M,1991-12-28,NA,1994-01-18,NA,NA,745,Q,1992,NA,1991,NA
I92D86,F,1991-12-29,NA,1992-01-27,NA,NA,D86,T,1992,NA,1991,NA
I92B64,M,1991-12-29,1991-12-29,NA,NA,NA,B64,S,1992,S,1991,1991
I92A91,F,1991-12-29,NA,1992-03-10,NA,NA,A91,L,1992,NA,1991,NA
I92O84,F,1991-12-29,1992-09-08,NA,NA,NA,O84,Q,1992,Q,1991,1992
I92G82,U,1991-12-30,1991-12-30,NA,NA,NA,G82,L,1992,L,1991,1991
I92L51,M,1991-12-30,1992-01-03,NA,NA,NA,L51,L,1992,L,1991,1992
I92I11,M,1991-12-30,1992-02-15,NA,NA,NA,I11,L,1992,NV,1991,1992
Z69,F,1991-12-30,NA,1995-02-01,NA,NA,H95,F,1992,NA,1991,NA
Z73,F,1991-12-30,NA,2002-03-21,869,NA,869,S,1992,NA,1991,NA
I92633,M,1991-12-31,NA,1992-02-03,NA,NA,633,T,1992,NA,1991,NA
I92H82,M,1991-12-31,1992-01-21,NA,NA,NA,H82,L,1992,L,1991,1992
I92I72,F,1991-12-31,1992-03-23,NA,NA,NA,I72,R,1992,R,1991,1992
I92J15,F,1991-12-31,NA,1992-03-18,NA,NA,J15,L,1992,NA,1991,NA
Z26,F,1991-12-31,NA,1994-01-20,NA,NA,C13,Q,1992,NA,1991,NA
Z18,M,1991-12-31,NA,1995-01-20,NA,NA,D97,R,1992,NA,1991,NA
X94,M,1991-12-31,NA,2002-03-21,H71,NA,H71,F,1992,NA,1991,NA
I92K98,M,1992-01-01,NA,1992-02-03,NA,NA,K98,T,1992,NA,1992,NA
I92L37,M,1992-01-01,1992-06-15,NA,NA,NA,L37,S,1992,S,1992,1992
Z56,F,1992-01-01,NA,1994-01-19,NA,NA,D59,Q,1992,NA,1992,NA
Z42,M,1992-01-01,NA,1994-01-25,NA,NA,G25,Q,1992,NA,1992,NA
I92D89,F,1992-01-02,1992-03-12,NA,NA,NA,D89,Q,1992,Q,1992,1992
I92A96,F,1992-01-02,NA,1992-03-25,NA,NA,A96,L,1992,NA,1992,NA
Z34,M,1992-01-02,NA,1994-01-25,NA,NA,K47,Q,1992,NA,1992,NA
Z40,F,1992-01-02,NA,1994-02-16,NA,NA,D50,Q,1992,NA,1992,NA
29A,F,1992-01-03,1996-08-15,NA,NA,NA,N06,F,1992,F,1992,1996
X99,M,1992-01-03,NA,1995-01-20,NA,NA,E66,F,1992,NA,1992,NA
Z02,M,1992-01-03,NA,1995-01-20,NA,NA,K04,F,1992,NA,1992,NA
Z47,M,1992-01-03,NA,1995-01-26,NA,NA,C40,F,1992,NA,1992,NA
Z61,F,1992-01-03,NA,1995-01-26,NA,NA,K17,F,1992,NA,1992,NA
Z74,F,1992-01-03,NA,2002-03-13,NA,NA,O38,S,1992,NA,1992,NA
Z59,M,1992-01-04,NA,1995-01-11,NA,NA,I69,F,1992,NA,1992,NA
09A,M,1992-01-04,NA,1995-01-20,NA,NA,N05,F,1992,NA,1992,NA
I92C58,F,1992-01-05,NA,1992-01-27,NA,NA,C58,T,1992,NA,1992,NA
Z25,M,1992-01-05,NA,1994-02-09,NA,NA,G31,Q,1992,NA,1992,NA
Z52,F,1992-01-05,NA,2002-01-17,N20,NA,N20,R,1992,NA,1992,NA
I92O45,F,1992-01-07,1992-01-31,NA,NA,NA,O45,F,1992,F,1992,1992
Z35,F,1992-01-07,NA,1994-01-24,NA,NA,I34,Q,1992,NA,1992,NA
Z29,M,1992-01-07,NA,1994-02-07,NA,NA,I59,Q,1992,NA,1992,NA
Z12,M,1992-01-07,NA,1995-02-16,NA,NA,F25,F,1992,NA,1992,NA
I92H48,F,1992-01-08,NA,1992-02-03,NA,NA,H48,T,1992,NA,1992,NA
X96,M,1992-01-08,NA,1995-01-26,NA,NA,C38,F,1992,NA,1992,NA
Z09,M,1992-01-09,1993-09-07,NA,NA,NA,N12,F,1992,F,1992,1993
I92L80,M,1992-01-11,1992-03-09,NA,NA,NA,L80,F,1992,F,1992,1992
I92H80,M,1992-01-11,NA,1992-03-09,NA,NA,H80,L,1992,NA,1992,NA
I92K43,F,1992-01-11,NA,1992-03-09,NA,NA,K43,L,1992,NA,1992,NA
I92E98,M,1992-01-11,NA,1992-03-10,NA,NA,E98,L,1992,NA,1992,NA
Z68,M,1992-01-11,NA,1995-02-01,NA,NA,I44,F,1992,NA,1992,NA
I92E95,F,1992-01-12,NA,1992-03-10,NA,NA,E95,L,1992,NA,1992,NA
26A,M,1992-01-12,1993-03-29,NA,NA,NA,B11,Q,1992,Q,1992,1993
Z43,M,1992-01-12,NA,1994-01-20,NA,NA,H54,Q,1992,NA,1992,NA
Z79,F,1992-01-12,1998-01-09,NA,E65,NA,E65,F,1992,F,1992,1998
I92I04,M,1992-01-13,NA,1992-02-24,NA,NA,I04,L,1992,NA,1992,NA
Z44,M,1992-01-13,NA,1994-01-18,NA,NA,H56,Q,1992,NA,1992,NA
Z32,M,1992-01-13,NA,1994-02-22,NA,NA,I89,Q,1992,NA,1992,NA
Z30,F,1992-01-14,NA,1994-01-26,NA,NA,O93,Q,1992,NA,1992,NA
11A,M,1992-01-14,NA,1995-02-08,NA,NA,L49,V,1992,NA,1992,NA
I92454,M,1992-01-15,NA,1992-02-03,NA,NA,454,T,1992,NA,1992,NA
I92L88,M,1992-01-15,1992-01-29,NA,NA,NA,L88,F,1992,F,1992,1992
I92J23,M,1992-01-15,NA,1992-03-03,NA,NA,J23,L,1992,NA,1992,NA
I92J25,M,1992-01-15,NA,1992-03-11,NA,NA,J25,L,1992,NA,1992,NA
I92J84,M,1992-01-15,NA,1992-03-30,NA,NA,J84,L,1992,NA,1992,NA
I92I65,M,1992-01-16,1993-01-01,NA,NA,NA,I65,F,1992,NZ,1992,1993
I92K90,F,1992-01-17,NA,1992-01-27,NA,NA,K90,T,1992,NA,1992,NA
I92F83,F,1992-01-17,1992-01-21,NA,NA,NA,F83,F,1992,F,1992,1992
I92H85,M,1992-01-17,NA,1992-02-26,NA,NA,H85,L,1992,NA,1992,NA
I92N93,M,1992-01-17,1992-03-21,NA,NA,NA,N93,L,1992,NV,1992,1992
Z20,M,1992-01-17,NA,1995-01-26,NA,NA,O96,R,1992,NA,1992,NA
Z85,M,1992-01-17,NA,1995-01-26,NA,NA,J12,R,1992,NA,1992,NA
25A,M,1992-01-17,NA,1995-02-01,NA,NA,D69,F,1992,NA,1992,NA
Z57,M,1992-01-17,1998-11-16,NA,845,NA,845,V,1992,S,1992,1998
Z53,F,1992-01-17,NA,2009-01-21,O33,NA,O33,R,1992,NA,1992,NA
I92B66,M,1992-01-18,NA,1992-02-03,NA,NA,B66,T,1992,NA,1992,NA
I92I10,M,1992-01-18,NA,1992-03-03,NA,NA,I10,L,1992,NA,1992,NA
12A,M,1992-01-18,NA,1995-01-26,NA,NA,483,V,1992,NA,1992,NA
Z98,F,1992-01-18,1999-01-04,NA,J28,NA,J28,F,1992,F,1992,1999
I92A94,F,1992-01-21,NA,1992-03-18,NA,NA,A94,L,1992,NA,1992,NA
I92C62,F,1992-01-22,NA,1992-02-03,NA,NA,C62,T,1992,NA,1992,NA
I92J37,M,1992-01-24,NA,1992-03-24,NA,NA,J37,L,1992,NA,1992,NA
I92J77,F,1992-01-25,NA,1992-02-26,NA,NA,J77,L,1992,NA,1992,NA
Z23,F,1992-01-25,NA,1993-01-18,NA,NA,N66,Q,1992,NA,1992,NA
I92F02,F,1992-01-26,1992-01-31,NA,NA,NA,F02,L,1992,L,1992,1992
I92526,M,1992-01-26,1992-03-16,NA,NA,NA,526,Q,1992,Q,1992,1992
I92C39,F,1992-01-27,1992-01-27,NA,NA,NA,C39,F,1992,F,1992,1992
I92C75,M,1992-01-28,NA,1992-02-24,NA,NA,C75,L,1992,NA,1992,NA
I92I05,M,1992-01-28,NA,1992-02-26,NA,NA,I05,L,1992,NA,1992,NA
I92572,F,1992-01-28,1992-01-30,NA,NA,NA,572,V,1992,V,1992,1992
I92G81,F,1992-01-28,NA,1992-03-26,NA,NA,G81,L,1992,NA,1992,NA
Z04,M,1992-01-29,NA,1995-02-01,NA,NA,F74,F,1992,NA,1992,NA
I92G39,F,1992-01-30,NA,1992-02-24,NA,NA,G39,L,1992,NA,1992,NA
I92F30,U,1992-01-30,NA,1992-02-26,NA,NA,F30,L,1992,NA,1992,NA
I92O02,F,1992-01-30,NA,1992-03-10,NA,NA,O02,L,1992,NA,1992,NA
Z38,F,1992-01-31,NA,1993-01-18,NA,NA,D88,Q,1992,NA,1992,NA
I92G35,F,1992-02-01,NA,1992-02-26,NA,NA,G35,L,1992,NA,1992,NA
Z62,F,1992-02-02,NA,1995-01-11,NA,NA,L81,F,1992,NA,1992,NA
Z41,M,1992-02-03,NA,1994-01-18,NA,NA,D81,Q,1992,NA,1992,NA
Z28,F,1992-02-03,NA,1994-01-24,NA,NA,747,Q,1992,NA,1992,NA
Z48,M,1992-02-03,NA,1995-02-09,NA,NA,O42,F,1992,NA,1992,NA
Z87,F,1992-02-04,NA,1994-01-24,NA,NA,I00,Q,1992,NA,1992,NA
Z03,M,1992-02-04,NA,1995-02-01,NA,NA,C26,F,1992,NA,1992,NA
03A,M,1992-02-05,NA,1995-02-08,NA,NA,B56,F,1992,NA,1992,NA
I92D16,M,1992-02-07,NA,1992-03-09,NA,NA,D16,L,1992,NA,1992,NA
21A,F,1992-02-10,NA,1994-01-18,NA,NA,J13,Q,1992,NA,1992,NA
I92I82,M,1992-02-12,NA,1992-03-03,NA,NA,I82,L,1992,NA,1992,NA
I92K30,F,1992-02-12,NA,1992-03-03,NA,NA,K30,L,1992,NA,1992,NA
I92710,M,1992-02-12,NA,1992-03-09,NA,NA,710,L,1992,NA,1992,NA
I92N79,M,1992-02-12,NA,1992-03-10,NA,NA,N79,L,1992,NA,1992,NA
Z24,M,1992-02-12,NA,1994-02-07,NA,NA,O91,Q,1992,NA,1992,NA
I92L54,F,1992-02-13,NA,1992-02-24,NA,NA,L54,L,1992,NA,1992,NA
Z31,M,1992-02-13,NA,1994-01-18,NA,NA,N74,Q,1992,NA,1992,NA
Z33,M,1992-02-13,NA,1994-01-19,NA,NA,I58,Q,1992,NA,1992,NA
I92L52,M,1992-02-15,NA,1992-02-24,NA,NA,L52,L,1992,NA,1992,NA
Z49,M,1992-02-15,NA,1995-02-01,NA,NA,F20,F,1992,NA,1992,NA
I92L56,M,1992-02-17,NA,1992-03-16,NA,NA,L56,L,1992,NA,1992,NA
I92723,M,1992-02-18,1992-09-01,NA,NA,NA,723,F,1992,F,1992,1992
Z45,M,1992-02-18,NA,1994-01-19,NA,NA,N75,Q,1992,NA,1992,NA
X98,M,1992-02-18,NA,2002-02-14,K07,NA,K07,F,1992,NA,1992,NA
I92964,M,1992-02-19,NA,1992-03-18,NA,NA,964,L,1992,NA,1992,NA
I92F07,M,1992-02-19,NA,1992-03-19,NA,NA,F07,L,1992,NA,1992,NA
Z16,M,1992-02-20,NA,1995-01-26,NA,NA,N40,R,1992,NA,1992,NA
I92L73,M,1992-02-21,NA,1992-02-24,NA,NA,L73,L,1992,NA,1992,NA
I92O61,M,1992-02-22,NA,1992-03-18,NA,NA,O61,L,1992,NA,1992,NA
I92O09,M,1992-02-23,NA,1992-02-26,NA,NA,O09,L,1992,NA,1992,NA
I92I27,F,1992-02-24,NA,1992-03-02,NA,NA,I27,L,1992,NA,1992,NA
I92K81,M,1992-02-24,1992-08-31,NA,NA,NA,K81,R,1992,R,1992,1992
I92671,F,1992-02-24,NA,1992-03-26,NA,NA,671,L,1992,NA,1992,NA
Z37,M,1992-02-24,NA,1994-01-18,NA,NA,970,Q,1992,NA,1992,NA
I92G61,M,1992-02-26,NA,1992-03-19,NA,NA,G61,L,1992,NA,1992,NA
I92A86,F,1992-02-26,NA,1992-03-24,NA,NA,A86,L,1992,NA,1992,NA
I92N73,F,1992-02-27,1992-05-26,NA,NA,NA,N73,Q,1992,Q,1992,1992
15A,M,1992-02-27,NA,1994-01-20,NA,NA,O58,Q,1992,NA,1992,NA
I92O75,M,1992-02-29,1993-01-01,NA,NA,NA,O75,F,1992,NZ,1992,1993
I92O54,F,1992-03-01,1992-03-09,NA,NA,NA,O54,F,1992,F,1992,1992
I92C30,M,1992-03-01,1993-01-01,NA,NA,NA,C30,F,1992,NW,1992,1993
16A,M,1992-03-01,NA,1994-01-20,NA,NA,N63,Q,1992,NA,1992,NA
X93,M,1992-03-01,NA,1995-01-20,NA,NA,O69,F,1992,NA,1992,NA
Z10,M,1992-03-01,2006-08-09,NA,NA,NA,E78,F,1992,NW,1992,2006
I92O11,M,1992-03-02,NA,1992-03-02,NA,NA,O11,L,1992,NA,1992,NA
Z65,M,1992-03-02,1993-05-03,NA,NA,NA,L41,F,1992,NY,1992,1993
Z70,F,1992-03-03,NA,1995-01-11,NA,NA,L93,F,1992,NA,1992,NA
27A,F,1992-03-04,NA,1994-01-25,NA,NA,L86,Q,1992,NA,1992,NA
20A,M,1992-03-04,1996-04-11,NA,I50,NA,I50,F,1992,NF,1992,1996
I92J96,F,1992-03-05,1993-01-05,NA,NA,NA,J96,F,1992,NW,1992,1993
22A,M,1992-03-05,NA,1994-02-15,NA,NA,741,Q,1992,NA,1992,NA
I92N68,M,1992-03-06,1992-03-08,NA,NA,NA,N68,Q,1992,Q,1992,1992
I92A67,M,1992-03-06,NA,1992-03-25,NA,NA,A67,L,1992,NA,1992,NA
01A,M,1992-03-06,NA,1995-01-26,NA,NA,B10,R,1992,NA,1992,NA
Z96,M,1992-03-07,NA,1995-02-16,NA,NA,931,F,1992,NA,1992,NA
Z06,M,1992-03-07,NA,2002-03-05,I88,NA,I88,F,1992,NA,1992,NA
I92966,M,1992-03-10,NA,1992-03-19,NA,NA,966,L,1992,NA,1992,NA
I92F29,M,1992-03-10,NA,1992-03-19,NA,NA,F29,L,1992,NA,1992,NA
Z05,M,1992-03-10,NA,1995-02-08,NA,NA,O43,F,1992,NA,1992,NA
I92470,M,1992-03-11,1992-03-11,NA,NA,NA,470,S,1992,S,1992,1992
Z60,M,1992-03-12,NA,1995-01-26,NA,NA,E76,F,1992,NA,1992,NA
Z95,M,1992-03-14,NA,1995-02-01,NA,NA,O68,F,1992,NA,1992,NA
Z64,F,1992-03-15,NA,1995-01-11,NA,NA,408,F,1992,NA,1992,NA
I92577,U,1992-03-16,1992-03-16,NA,NA,NA,577,F,1992,F,1992,1992
Z63,F,1992-03-19,NA,1995-01-26,NA,NA,O24,F,1992,NA,1992,NA
Z66,F,1992-03-21,1993-06-04,NA,NA,NA,F82,F,1992,NY,1992,1993
Z80,M,1992-03-21,NA,1994-01-18,NA,NA,K51,Q,1992,NA,1992,NA
I92K45,M,1992-03-22,1992-03-26,NA,NA,NA,K45,Q,1992,Q,1992,1992
I92I70,F,1992-03-28,1993-01-01,NA,NA,NA,I70,F,1992,F,1992,1993
I92693,F,1992-03-29,1992-11-06,NA,NA,NA,693,F,1992,NY,1992,1992
Z84,F,1992-03-30,NA,1994-01-20,NA,NA,O90,Q,1992,NA,1992,NA
10A,M,1992-03-31,1998-05-26,NA,J79,NA,J79,V,1992,V,1992,1998
I92I07,M,1992-04-10,1993-01-01,NA,NA,NA,I07,F,1992,NZ,1992,1993
X04,F,1990-12-31,NA,1994-01-20,NA,I32,D81,Q,1991,NA,1990,NA
X79,M,1991-02-13,2000-09-05,NA,K79,I23,K79,R,1991,F,1991,2000
X78,F,1991-01-22,NA,2002-02-27,869,H92,869,S,1991,NA,1991,NA
X77,M,1990-12-29,1999-12-28,NA,G80,H89,G80,S,1991,HH,1990,1999
V92,M,1990-12-19,2004-09-02,NA,F74,H79,F74,F,1991,X,1990,2004
X29,F,1991-04-01,1999-08-02,NA,L19,H53,L19,R,1991,R,1991,1999
X59,M,1991-01-05,NA,1995-01-26,I56,G83,I56,S,1991,NA,1991,NA
X76,M,1990-12-23,NA,2002-02-20,470,G33,470,S,1991,NA,1990,NA
X20,F,1990-11-23,2005-10-14,NA,G43,G27,G43,F,1991,NF,1990,2005
X54,M,1990-12-06,NA,1995-01-20,D82,G23,D82,S,1991,NA,1990,NA
X87,F,1990-12-07,2006-10-31,NA,985,F00,985,F,1991,F,1990,2006
V91,F,1990-12-10,NA,2002-02-08,931,F00,931,F,1991,NA,1990,NA
X48,M,1990-12-14,2010-03-14,NA,C87,F00,C87,F,1991,X,1990,2010
X67,F,1991-01-27,2004-08-16,NA,845,E99,845,L,1991,NV,1991,2004
X51,F,1991-01-28,NA,2002-01-17,I88,E54,I88,F,1991,NA,1991,NA
X91,F,1991-01-27,NA,NA,D07,E05,D07,R,1991,NA,1991,NA
V95,M,1991-02-04,NA,2002-02-22,C63,E05,C63,R,1991,NA,1991,NA
X83,F,1991-04-02,NA,NA,H45,E05,H45,R,1991,NA,1991,NA
V84,M,1991-01-08,1999-07-01,NA,E65,E00,E65,F,1991,S,1991,1999
X37,F,1991-01-26,2008-02-12,NA,971,D91,971,R,1991,R,1991,2008
X34,F,1991-02-13,2012-11-28,NA,K81,D71,K81,R,1991,R,1991,2012
X57,M,1991-01-15,NA,2002-03-15,E04,D68,E04,S,1991,NA,1991,NA
X44,F,1991-03-04,2012-10-16,NA,L26,D38,L26,F,1991,F,1991,2012
X33,F,1990-12-29,NA,2004-02-26,777,D10,777,R,1991,NA,1990,NA
X80,M,1991-01-15,2013-01-19,NA,K84,D10,K84,R,1991,L,1991,2013
X82,M,1991-02-04,1996-07-02,NA,K83,D10,K83,R,1991,NBB,1991,1996
